loc_rowid,kepid,kepoi_name,kepler_name,Exo status,Orbital period,impact parameter,transit duration,radii(planet),orbit semi major,temperature,star temp,star radii,star mass
7560,6952971,K07798.01,,CANDIDATE,309.89103,0.569,16.4,2.15,0.9485,314,6450,1.155,1.183
7561,6962901,K07799.01,,FALSE POSITIVE,0.977170246,0.646,3.4842,5.08,0.0231,3226,5596,3.938,1.707
7562,6974867,K07800.01,,FALSE POSITIVE,0.887691177,0.419,1.644,1.53,0.02,2709,5500,2.491,1.348
7563,7013923,K07801.01,,FALSE POSITIVE,2.21396079,0.143,3.452,0.87,0.0308,1123,4922,0.823,0.79
7564,7017437,K07802.01,,FALSE POSITIVE,43.8496474,0.02,2.217,21.42,0.2921,1286,4893,10.363,1.725
7565,7031066,K07803.01,,FALSE POSITIVE,0.566805514,0.027,4.367,0.82,0.0127,1920,5115,0.917,0.842
7566,7031340,K07804.01,,FALSE POSITIVE,0.566769068,0.773,3.011,1.06,0.0127,2661,5496,1.533,0.853
7567,7031638,K07805.01,,FALSE POSITIVE,1.13353095,0.117,3.17,0.49,0.0216,2006,6318,1.121,1.046
7568,7031726,K07806.01,,FALSE POSITIVE,0.566793534,0.06,4.714,122.64,0.0146,14667,3420,138.056,1.291
7569,7031898,K07807.01,,FALSE POSITIVE,0.566792595,0.068,2.637,0.5,0.0132,2548,6277,1.121,0.961
7570,7045605,K07808.01,,FALSE POSITIVE,361.526458,0.971,6.947,5.7,1.1533,410,7196,1.923,1.562
7571,7090867,K07810.01,,FALSE POSITIVE,308.255238,0.018,11.959,18.98,1.0759,576,4852,7.797,1.742
7572,7115550,K07811.01,,FALSE POSITIVE,0.566814046,0.633,4.049,0.56,0.0127,2039,5724,0.827,0.845
7573,7116024,K07812.01,,FALSE POSITIVE,3.40076682,0.256,4.7,0.69,0.0462,1540,6134,1.496,1.131
7574,7116519,K07813.01,,FALSE POSITIVE,0.56676437,0.594,2.326,0.92,0.0139,2267,6039,1.005,1.108
7575,7117126,K07814.01,,FALSE POSITIVE,0.566717263,0.606,2.6079,0.43,0.013,2096,5544,0.957,0.914
7576,7117147,K07815.01,,FALSE POSITIVE,0.566812588,0.079,3.596,0.71,0.0134,3089,6194,1.718,1.008
7577,7117485,K07816.01,,FALSE POSITIVE,0.566789505,1.03,5.835,3.37,0.0128,2038,5894,0.784,0.863
7578,7117710,K07817.01,,FALSE POSITIVE,0.56679641,0.322,2.324,0.46,0.0134,1940,5403,0.888,0.998
7579,7134626,K07818.01,,CANDIDATE,2.52443998,0.232,2.369,1.53,0.0393,2145,6461,2.225,1.266
7580,7177766,K07819.01,,FALSE POSITIVE,0.769358923,0.111,1.5364,1.93,0.0185,2928,5267,2.935,1.42
7581,7199644,K07821.01,,FALSE POSITIVE,1.13357304,0.739,2.849,0.59,0.0208,1836,6147,0.954,0.932
7582,7199724,K07822.01,,FALSE POSITIVE,0.566795586,0.686,4.124,0.66,0.0137,2296,6108,0.997,1.072
7583,7199756,K07823.01,,FALSE POSITIVE,0.566781152,0.427,3.995,0.54,0.0104,1090,3725,0.46,0.473
7584,7199883,K07824.01,,FALSE POSITIVE,0.566799125,0.232,3.072,0.56,0.0136,2299,6063,1.004,1.035
7585,7200485,K07825.01,,FALSE POSITIVE,0.566796615,0.243,1.999,0.59,0.0131,2077,5858,0.849,0.94
7586,7203326,K07826.01,,FALSE POSITIVE,9.087508013,0.511,2.7597,1.37,0.0825,987,6078,1.119,0.905
7587,7210749,K07828.01,,FALSE POSITIVE,17.5859472,0.042,3.815,2.24,0.1326,700,5780,1,1
7588,7281668,K07829.01,,FALSE POSITIVE,0.566798545,0.331,5.224,0.53,0.0134,2004,5629,0.87,0.987
7589,7282154,K07830.01,,FALSE POSITIVE,0.56678694,0.213,1.959,0.63,0.0122,1920,5341,0.808,0.747
7590,7282168,K07831.01,,FALSE POSITIVE,0.56681727,0.042,1.779,0.42,0.0123,1832,5481,0.708,0.806
7591,7287028,K07832.01,,CANDIDATE,3.6092231,0.364,2.8,0.68,0.0463,1192,6032,0.929,1.014
7592,7300182,K07833.01,,CANDIDATE,172.820248,0.249,7.343,2.22,0.6105,338,6174,0.939,1.014
7593,7366501,K07834.01,,CANDIDATE,7.3812344,0.687,2.802,1,0.0744,944,6072,0.923,1.005
7594,7367164,K07835.01,,CANDIDATE,3.76565247,0.535,1.557,0.87,0.047,1108,5815,0.877,0.973
7595,7377200,K07836.01,,FALSE POSITIVE,471.65421,0.85,3.456,4.11,1.2082,313,6061,1.653,1.056
7596,7386391,K07837.01,,FALSE POSITIVE,48.507991,0.944,8.984,2.06,0.2621,511,6031,0.966,1.013
7597,7431709,K07838.01,,FALSE POSITIVE,0.572513875,0.04,2.353,0.52,0.0125,1779,5171,0.76,0.793
7598,7448023,K07839.01,,FALSE POSITIVE,0.566816802,0.414,1.981,0.68,0.0119,1585,4665,0.704,0.695
7599,7470491,K07840.01,,FALSE POSITIVE,0.902222843,0.508,2.0516,48.23,0.0224,10340,3705,89.806,1.847
7600,7538434,K07841.01,,FALSE POSITIVE,371.1495,0.228,15.855,2.07,0.9713,245,5988,0.836,0.885
7601,7601665,K07842.01,,CANDIDATE,3.11141514,0.46,3.074,0.7,0.044,1530,6450,1.273,1.169
7602,7613620,K07843.01,,CANDIDATE,0.619023176,0.387,1.496,0.79,0.0142,1885,5395,0.891,0.995
7603,7618364,K07844.01,,FALSE POSITIVE,1.302061421,1.273,1.8238,92.86,0.0291,3345,7757,2.783,1.941
7604,7664272,K07845.01,,FALSE POSITIVE,341.01495,0.087,5.12,1.72,0.9007,234,5327,0.896,0.836
7605,7671950,K07846.01,,CANDIDATE,10.5994606,0.671,9.484,1.28,0.0993,896,6194,1.069,1.161
7606,7747103,K07847.01,,CANDIDATE,399.37587,0.556,21.25,3.93,1.1026,326,6098,1.618,1.119
7607,7757698,K07848.01,,FALSE POSITIVE,369.181947,0.021,3.239,2.6,0.9894,245,5959,0.859,0.948
7608,7778664,K07849.01,,CANDIDATE,5.0263815,0.185,4.384,0.84,0.0551,1065,5783,0.962,0.885
7609,7834712,K07850.01,,CANDIDATE,66.119119,0.256,3.086,3,0.3322,452,5828,1.028,1.116
7610,7841368,K07851.01,,FALSE POSITIVE,25.3710555,0.742,3.739,1.43,0.174,779,6029,1.494,1.091
7611,7879648,K07852.01,,FALSE POSITIVE,1.020713389,0.425,0.873,0.9,0.0193,1724,5815,0.87,0.913
7612,7882360,K07853.01,,FALSE POSITIVE,364.14397,0.475,15.37,2.2,1.0073,259,6039,0.951,1.027
7613,7885494,K07854.01,,FALSE POSITIVE,1.72929014,0.089,3.609,0.86,0.0285,1497,5910,0.94,1.032
7614,7891264,K07855.01,,FALSE POSITIVE,25.166806,0.65,2.111,2.72,0.1477,483,5013,0.704,0.678
7615,7897936,K07856.01,,FALSE POSITIVE,363.17077,0.008,28.26,9.82,1.4756,810,10134,4.842,3.246
7616,7919516,K07857.01,,FALSE POSITIVE,0.575445783,0.144,0.8463,1.3,0.0149,3478,6215,2.396,1.327
7617,7919867,K07858.01,,FALSE POSITIVE,1.60375114,0.54,1.498,0.82,0.0258,1688,5818,1.116,0.891
7618,7954278,K07859.01,,CANDIDATE,0.306702491,0.173,0.9074,0.93,0.008,2318,5310,0.786,0.732
7619,7967517,K07860.01,,FALSE POSITIVE,0.579516759,0.638,1.342,0.6,0.014,2484,6339,1.102,1.075
7620,8042747,K07861.01,,FALSE POSITIVE,469.52303,0.733,5.487,2.1,1.2207,252,6197,1.035,1.096
7621,8042835,K07862.01,,FALSE POSITIVE,2.38793696,1.193,17.302,25.56,0.0369,1674,6769,1.161,1.188
7622,8107150,K07863.01,,CANDIDATE,5.2449156,0.019,8.367,0.52,0.0562,1015,5823,0.878,0.862
7623,8109692,K07864.01,,FALSE POSITIVE,117.934158,0.658,9.25,3.76,0.5545,648,6790,2.597,1.631
7624,8110757,K07865.01,,CANDIDATE,0.518060209,1.262,1.8062,61.49,0.0118,2921,5405,1.772,0.816
7625,8110758,K07866.01,,FALSE POSITIVE,0.518071538,1.264,1.7865,42.1,0.0126,2536,5876,1.209,0.999
7626,8112324,K07867.01,,FALSE POSITIVE,0.575925434,0.905,2.4676,38.24,0.0118,1834,5461,0.683,0.656
7627,8126531,K07868.01,,FALSE POSITIVE,513.42784,0.714,6.278,14.87,1.5302,424,4833,6.065,1.81
7628,8179286,K07869.01,,FALSE POSITIVE,11.4132144,0.439,2.371,1.03,0.1006,925,6188,1.155,1.038
7629,8182107,K07870.01,,CANDIDATE,92.552007,0.513,2.135,2.1,0.4134,440,5808,1.22,1.097
7630,8197767,K07871.01,,FALSE POSITIVE,1.247121237,1.223,9.363,18.39,0.0195,1237,4852,0.651,0.634
7631,8210370,K07872.01,,FALSE POSITIVE,153.725848,1.255,117.52,259.36,0.5663,734,4794,6.816,1.023
7632,8222395,K07873.01,,CANDIDATE,1.93188768,0.256,1.087,0.57,0.0304,1427,5896,0.914,1
7633,8231299,K07874.01,,FALSE POSITIVE,0.562273947,0.662,3.1572,0.73,0.0121,2083,5632,0.847,0.736
7634,8242769,K07875.01,,CANDIDATE,21.9711574,0.119,5.012,1.32,0.1531,649,5763,0.997,0.989
7635,8245108,K07876.01,,FALSE POSITIVE,0.579108481,0.424,1.659,0.42,0.0109,1377,4604,0.501,0.514
7636,8260269,K07877.01,,FALSE POSITIVE,6.70995253,0.616,2.297,1.1,0.0732,1120,6461,1.131,1.162
7637,8263187,K07878.01,,CANDIDATE,36.566324,0.018,4.832,15.41,0.2296,828,5294,2.884,1.206
7638,8297017,K07879.01,,FALSE POSITIVE,128.208643,0.811,2.745,6.15,0.6005,792,7128,3.811,1.754
7639,8308516,K07880.01,,CANDIDATE,623.70774,0.003,6.688,1.81,1.4479,258,6626,1.132,1.039
7640,8345473,K07881.01,,FALSE POSITIVE,2.2502073,0.268,2.203,19.94,0.0382,3637,4507,12.787,1.467
7641,8364232,K07882.01,,CANDIDATE,65.415183,0.377,4.224,1.31,0.2732,295,4348,0.646,0.636
7642,8374394,K07883.01,,FALSE POSITIVE,185.103836,0.019,4.19,14.63,0.6719,670,4992,6.226,1.179
7643,8391983,K07884.01,,CANDIDATE,0.70965042,0.145,1.318,1.49,0.0148,2036,5618,1.002,0.865
7644,8429014,K07885.01,,FALSE POSITIVE,9.72869627,1.274,5.628,42.47,0.0982,1126,6881,1.351,1.34
7645,8440062,K07886.01,,FALSE POSITIVE,366.71923,0.592,9.8,3.35,1.0767,383,6295,2.049,1.237
7646,8460634,K07887.01,,FALSE POSITIVE,6.35216475,0.196,3.251,18.1,0.0848,2698,4820,13.654,2.009
7647,8488381,K07888.01,,CANDIDATE,4.7368156,0.218,2.84,0.6,0.0564,1137,6088,1.011,1.06
7648,8489260,K07889.01,,CANDIDATE,130.235324,0.075,5.678,2.44,0.5041,332,5616,0.903,1.006
7649,8508493,K07890.01,,FALSE POSITIVE,349.85525,0.485,5.42,2.63,0.964,251,5941,0.885,0.975
7650,8524110,K07891.01,,FALSE POSITIVE,0.79708975,0.53,3.301,0.54,0.0167,2262,6056,1.196,0.975
7651,8540376,K07892.01,Kepler-457 d,CONFIRMED,10.692115,0.734,4.657,2.71,0.0996,1008,6474,1.242,1.148
